,pos_tagged_coms
1793,"[('déjà', 'ADV'), ('.', 'PUNC'), ('je', 'CLS'), ('remercie', 'V'), ('et', 'CC'), ('recommande', 'V'), ('le', 'DET'), ('vendeur', 'NC'), ('qui', 'PROREL'), ('est', 'V'), ('très', 'ADV'), ('sérieux', 'ADJ'), ('ensuite', 'ADV'), ('Il', 'CLS'), (""m'"", 'CLO'), ('est', 'V'), ('agréable', 'ADJ'), ('de', 'P'), ('vous', 'CLO'), ('recommander', 'VINF'), ('le', 'DET'), ('produit', 'NC'), (',', 'PUNC'), (""c'"", 'CLS'), ('est', 'V'), ('un', 'DET'), ('super', 'NC'), ('masque', 'ADJ'), (',', 'PUNC'), ('""', 'PUNC'), ('lumino', 'ADJ'), ('contrast', 'NC'), ('""', 'PUNC'), ('pour', 'P'), ('cheveux', 'DET'), ('méchés', 'NC'), (',', 'PUNC'), ('courts', 'ADJ'), ('ou', 'CC'), ('longs', 'ADJ'), ('comme', 'P'), ('les', 'DET'), ('miens', 'NC'), ('je', 'CLS'), ('le', 'CLO'), ('laisse', 'V'), ('selon', 'P'), ('besoin', 'NC'), (',', 'PUNC'), ('quelques', 'DET'), ('minutes', 'NC'), ('voir', 'VINF'), ('une', 'DET'), ('dizaine', 'NC'), ('parfois', 'ADV'), ('si', 'CS'), ('cheveux', 'DET'), ('dévitalisés', 'NC'), (',', 'PUNC'), ('surtout', 'ADV'), ('en', 'P'), ('été', 'NC'), ('après', 'P'), ('les', 'DET'), ('bains', 'N'), ('de', 'P'), ('mer', 'N'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('Surtout', 'ADV'), ('les', 'DET'), ('pointes', 'NC'), (',', 'PUNC'), ('je', 'CLS'), ('malaxe', 'V'), ('doucement', 'ADV'), (',', 'PUNC'), ('et', 'CC'), ('je', 'CLS'), (""m'"", 'CLR'), ('enroule', 'V'), ('la', 'DET'), ('serviette', 'NC'), ('sur', 'P'), ('la', 'DET'), ('tête', 'N'), ('le', 'DET'), ('temps', 'N'), (""d'"", 'P'), ('un', 'DET'), ('café', 'NC'), (',', 'PUNC'), ('on', 'CLS'), ('rince', 'V'), ('a', 'V'), (""l'"", 'DET'), ('eau', 'NC'), ('tiède', 'V'), (',', 'PUNC'), ('jamais', 'ADV'), ('trop', 'ADV'), ('chaude', 'ADJ'), (',', 'PUNC'), ('et', 'CC'), ('on', 'DET'), ('sèche', 'DET'), ('doucement', 'ADV'), (',', 'PUNC'), ('jamais', 'ADV'), ('de', 'P'), ('trop', 'ADV'), ('près', 'ADV'), ('ni', 'CC'), ('avec', 'P'), ('excès', 'NC'), (',', 'PUNC'), ('je', 'CLS'), ('préfère', 'V'), ('un', 'DET'), ('séchage', 'NC'), ('naturel', 'ADJ'), ('les', 'DET'), ('3', 'NC'), ('/', 'PUNC'), ('4', 'NC'), ('du', 'P'), ('temps', 'NC'), ('mais', 'CC'), ('le', 'DET'), ('brushing', 'NC'), ('tient', 'V'), ('très', 'ADV'), ('bien', 'ADV'), ('et', 'C'), ('même', 'ADV'), (""j'"", 'CLS'), ('""', 'PUNC'), ('ajoute', 'V'), ('après', 'P'), ('sur', 'P'), ('la', 'DET'), ('fin', 'NC'), (',', 'PUNC'), ('une', 'DET'), ('goutte', 'NC'), ('ou', 'CC'), ('deux', 'DET'), ('de', 'P'), ('mon', 'DET'), ('huile', 'NC'), ('magique', 'ADJ'), ('qui', 'PROREL'), ('sent', 'V'), ('si', 'CS'), ('bon', 'ADJ'), ('pour', 'P'), ('renforcer', 'VINF'), ('la', 'DET'), ('brillance', 'NC'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('Mais', 'CC'), ('la', 'DET'), ('douceur', 'N'), (',', 'PUNC'), (';', 'PUNC'), ('la', 'DET'), ('légereté', 'NC'), ('sont', 'V'), ('au', 'P'), ('rendez', 'V'), ('vous', 'PRO'), (',', 'PUNC'), (""c'"", 'CLS'), ('est', 'V'), ('certain', 'ADJ')]"
1794,"[('jai', 'ADV'), ('choisie', 'VPP'), ('cette', 'DET'), ('noté', 'VPP'), ('car', 'CC'), ('cette', 'DET'), ('poudre', 'NC'), ('ne', 'ADV'), ('poudre', 'P'), ('pas', 'NC'), ('elle', 'CLS'), ('fait', 'V'), ('rien', 'PRO'), ('jai', 'VPP'), ('pas', 'ADV'), ('aimé', 'VPP'), ('la', 'DET'), ('texture', 'NC'), ('jai', 'ADJ'), ('rien', 'PRO'), ('aimé', 'VPP'), ('je', 'CLS'), ('ne', 'ADV'), ('recommande', 'V'), ('pas', 'ADV')]"
1795,"[('produit', 'NC'), ('conforme', 'ADJ'), (',', 'PUNC'), ('decolore', 'V'), ('rapidement', 'ADV'), ('avec', 'P'), ('du', 'DET'), ('volume', 'NC'), ('10', 'ADJ'), ('.', 'PUNC'), ('du', 'P'), ('blond', 'NC'), ('au', 'P'), ('blanc', 'ADJ'), ('.', 'PUNC'), ('rapport', 'N'), ('qualité', 'N'), ('prix', 'N'), ('parfait', 'ADJ'), ('pour', 'P'), ('ce', 'DET'), ('produit', 'NC')]"
1796,"[('Mes', 'NC'), ('cheveux', 'NC'), ('sont', 'V'), ('doux', 'ADJ'), (',', 'PUNC'), ('nourris', 'VPP'), (',', 'PUNC'), ('brillants', 'ADJ'), ('et', 'CC'), ('facile', 'ADJ'), ('coiffer', 'VINF'), ('.', 'PUNC')]"
1797,"[('Je', 'CLS'), ('valide', 'V')]"
1798,"[('Bon', 'ADJ'), ('produit', 'NC'), (',', 'PUNC'), ('mes', 'DET'), ('cheveux', 'NC'), ('montrent', 'V'), ('des', 'DET'), ('signes', 'NC'), ('de', 'P'), ('repousse', 'NC'), ('.', 'PUNC'), ('De', 'P'), ('plus', 'ADV'), (',', 'PUNC'), ('celui', 'PRO'), ('-', 'PUNC'), ('ci', 'ADV'), ('sent', 'V'), ('bon', 'ADJ'), ('.', 'PUNC'), ('La', 'DET'), ('livraison', 'NC'), ('est', 'V'), ('rapide', 'ADJ')]"
1799,"[('Très', 'ADV'), ('satisfaite', 'ADJ'), (""j'"", 'CLS'), ('ai', 'V'), ('eu', 'VPP'), ('.', 'PUNC'), ('Un', 'DET'), ('pb', 'NC'), ('avec', 'P'), ('.', 'PUNC'), ('Ma', 'DET'), ('première', 'ADJ'), ('commande', 'NC'), ('et', 'CC'), ('du', 'P'), ('coup', 'N'), ('on', 'CLS'), ('men', 'ET'), ('.', 'PUNC'), ('A', 'P'), ('renvoyer', 'VINF'), ('un', 'DET'), ('autre', 'ADJ'), ('Dans', 'P'), ('les', 'DET'), ('jours', 'NC'), ('qui', 'PROREL'), ('on', 'CLS'), ('suivi', 'VPP'), ('merci', 'N'), ('bcp', 'ADJ')]"
1800,"[('Génial', 'ADJ'), ('!', 'PUNC'), ('Produit', 'NC'), ('à', 'P'), ('recommander', 'VINF'), ('!', 'PUNC'), ('ne', 'ADV'), ('graisse', 'VS'), ('pas', 'ADV'), ('les', 'DET'), ('cheveux', 'NC'), ('même', 'ADV'), ('sans', 'P'), ('rincage', 'NC'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('Odeur', 'N'), ('agréable', 'ADJ'), ('!', 'PUNC'), ('Par', 'P'), ('contre', 'P'), ('je', 'CLS'), ('souhaite', 'V'), ('en', 'P'), ('recommander', 'VINF'), ('et', 'CC'), ('le', 'DET'), ('lien', 'NC'), (""'"", 'ADJ'), (""'"", 'ADJ'), ('bloque', 'V'), (""'"", 'DET'), (""'"", 'DET'), ('je', 'CLS'), ('ne', 'ADV'), ('sais', 'V'), ('pq', 'NC'), ('?', 'PUNC'), ('?', 'PUNC'), ('?', 'PUNC'), ('?', 'PUNC'), ('Bien', 'ADV'), ('dommage', 'NC'), ('pour', 'P'), ('ce', 'DET'), ('point', 'NC')]"
1801,"[('Après', 'P'), ('8', 'DET'), ('semaines', 'NC'), ('de', 'P'), ('traitement', 'NC'), ('à', 'P'), ('raison', 'N'), ('d', 'V'), ('une', 'DET'), ('utilisation', 'NC'), ('quotidienne', 'ADJ'), (',', 'PUNC'), ('je', 'CLS'), ('n', 'N'), ('ai', 'V'), ('constaté', 'VPP'), ('aucun', 'DET'), ('résultat', 'NC'), (',', 'PUNC'), (""m'"", 'CLO'), ('a', 'V'), ('perte', 'NC'), ('de', 'P'), ('cheveux', 'NC'), ('est', 'V'), ('toujours', 'ADV'), ('présente', 'ADJ'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('Je', 'CLS'), ('suis', 'V'), ('très', 'ADV'), ('déçue', 'VPP'), ('par', 'P'), ('ce', 'DET'), ('produit', 'NC'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC')]"
1802,"[('Bonjour', 'I'), ('ce', 'PRO'), ('produit', 'VPP'), ('par', 'P'), ('faite', 'V'), ('merci', 'N'), ('beaucoup', 'ADV'), ('amazone', 'ADJ'), ('j', 'NC'), ('’', 'ADJ'), ('ai', 'V'), ('essayé', 'VPP'), ('froncement', 'ADV'), ('très', 'ADV'), ('bien', 'ADV')]"
1803,"[(""C'"", 'CLS'), ('est', 'V'), ('le', 'DET'), ('meilleur', 'ADJ'), ('eye', 'ET'), ('-', 'PUNC'), ('liner', 'ET'), ('que', 'PROREL'), (""j'"", 'CLS'), ('ai', 'V'), ('pu', 'VPP'), ('acheté', 'VPP'), ('et', 'CC'), ('pourtant', 'ADV'), (""j'"", 'CLS'), ('en', 'CLO'), ('ai', 'V'), ('essayé', 'VPP'), ('plein', 'ADJ'), ('!', 'PUNC'), ('Il', 'CLS'), ('est', 'V'), ('laqué', 'VPP'), ('et', 'CC'), ('très', 'ADV'), ('facile', 'ADJ'), ('à', 'P'), ('appliquer', 'VINF'), (',', 'PUNC'), ('je', 'CLS'), ('le', 'CLO'), ('recommande', 'V'), ('!', 'PUNC'), ('!', 'PUNC')]"
1804,"[('Produit', 'NC'), ('au', 'P'), ('top', 'DET'), ('pour', 'P'), ('raviver', 'VINF'), ('le', 'DET'), ('blond', 'NC'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC'), ('attention', 'NC'), ('toute', 'ADJ'), ('fois', 'N'), ('de', 'P'), ('ne', 'ADV'), ('pas', 'ADV'), ('le', 'CLO'), ('laisser', 'VINF'), ('poser', 'VINF'), ('trop', 'ADV'), ('longtemps', 'ADV'), ('sinon', 'CC'), ('risque', 'V'), (""d'"", 'P'), ('avoir', 'VINF'), ('les', 'DET'), ('cheveux', 'NC'), ('gris', 'ADJ'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC')]"
1805,"[('Cette', 'DET'), ('cire', 'NC'), ('a', 'V'), (""l'"", 'DET'), ('avantage', 'NC'), ('de', 'P'), ('ne', 'ADV'), ('pas', 'ADV'), ('coller', 'VINF'), ('entre', 'P'), ('les', 'DET'), ('doigts', 'NC'), (',', 'PUNC'), ('à', 'P'), ('tel', 'ADJ'), ('point', 'N'), ('qu', 'ET'), (""'"", 'ET'), ('on', 'CLS'), ('peut', 'V'), ('passer', 'VINF'), ('sa', 'DET'), ('main', 'NC'), ('dans', 'P'), ('les', 'DET'), ('cheveux', 'NC'), ('sans', 'P'), ('soucis', 'NC'), ('.', 'PUNC'), ('Ma', 'DET'), ('chérie', 'NC'), ('adore', 'ADJ'), (',', 'PUNC'), ('et', 'CC'), ('rien', 'PRO'), ('que', 'PROWH'), ('pour', 'P'), ('ça', 'PRO'), (',', 'PUNC'), (""c'"", 'CLS'), ('est', 'V'), ('génial', 'ADJ'), ('et', 'CC'), ('ça', 'PRO'), ('vaut', 'V'), ('son', 'DET'), ('5', 'ADJ'), ('stars', 'NC'), ('!', 'PUNC')]"
1806,"[('Ce', 'DET'), ('produit', 'NC'), ('est', 'V'), ('conforme', 'ADJ'), ('à', 'P'), ('mes', 'DET'), ('attentes', 'NC'), (',', 'PUNC'), (""l'"", 'DET'), ('odeur', 'NC'), ('est', 'V'), ('agréable', 'ADJ'), ('et', 'CC'), ('le', 'DET'), ('prix', 'NC'), ('tout', 'ADV'), ('à', 'P'), ('fait', 'N'), ('raisonnable', 'ADJ'), ('.', 'PUNC'), ('Dommage', 'N'), ('qu', 'ET'), (""'"", 'ET'), ('Amazon', 'ET'), ('colle', 'V'), ('une', 'DET'), ('étiquette', 'NC'), ('sur', 'P'), ('le', 'DET'), ('produit', 'NC'), ('qui', 'PROREL'), (""n'"", 'ADV'), ('est', 'V'), ('pas', 'ADV'), ('facile', 'ADJ'), ('à', 'P'), ('enlever', 'VINF'), ('.', 'PUNC')]"
1807,"[('Dejaunit', 'ET'), ('véritablement', 'ADV'), ('les', 'DET'), ('cheveux', 'NC'), ('blonds', 'ADJ'), ('.', 'PUNC'), ('Parfois', 'ADV'), ('même', 'ADV'), ('un', 'DET'), ('peu', 'ADV'), ('trop', 'ADV'), (',', 'PUNC'), ('les', 'DET'), ('mèches', 'NC'), ('les', 'DET'), ('plus', 'ADV'), ('claires', 'ADJ'), ('ont', 'V'), ('tendance', 'NC'), ('à', 'P'), ('virer', 'VINF'), ('au', 'P'), ('bleu', 'ADJ'), ('donc', 'ADV'), ('attention', 'NC'), ('au', 'P'), ('temps', 'NC'), ('de', 'P'), ('pause', 'NC'), ('!', 'PUNC')]"
1808,"[('Parfait', 'ADJ'), ('?', 'PUNC'), ('?', 'PUNC')]"
1809,"[('Première', 'ADJ'), ('expérience', 'NC'), ('avec', 'P'), ('un', 'DET'), ('mascara', 'NC'), ('Mascara', 'NPP'), ('avec', 'P'), ('une', 'DET'), ('brosse', 'NC'), ('simple', 'ADJ'), ('pas', 'ADV'), ('trop', 'ADV'), ('sophistiqué', 'VPP'), ('Les', 'DET'), ('poils', 'N'), ('de', 'P'), ('la', 'DET'), ('brosse', 'NC'), ('sont', 'V'), ('trop', 'ADV'), ('écartés', 'VPP'), ('et', 'CC'), ('chez', 'P'), ('moi', 'PRO'), (',', 'PUNC'), ('cela', 'PRO'), ('colle', 'V'), ('les', 'DET'), ('cils', 'NC'), ('ente', 'ADJ'), ('eux', 'CL'), ('La', 'DET'), ('brosse', 'NC'), ('est', 'V'), ('souvent', 'ADV'), ('surchargée', 'VPP'), ('et', 'CC'), ('il', 'CLS'), ('est', 'V'), ('difficile', 'ADJ'), ('de', 'P'), (""l'"", 'CLO'), ('alléger', 'VINF'), ('avant', 'P'), ('application', 'NC'), ('Le', 'DET'), ('mascara', 'NC'), ('dure', 'ADJ'), ('toute', 'ADJ'), ('une', 'DET'), ('journée', 'NC'), (',', 'PUNC'), ('il', 'CLS'), ('a', 'V'), ('une', 'DET'), ('couleur', 'NC'), ('sympa', 'ADJ'), ('.', 'PUNC'), ('Il', 'CLS'), ('fait', 'V'), ('son', 'DET'), ('effet', 'NC'), ('car', 'CC'), ('il', 'CLS'), ('ne', 'ADV'), ('passe', 'V'), ('pas', 'ADV'), ('inaperçu', 'ADJ'), ('On', 'CLS'), (""l'"", 'CLO'), ('enlève', 'V'), ('facilement', 'ADV'), ('avec', 'P'), ('une', 'DET'), ('simple', 'ADJ'), ('crème', 'N'), ('.', 'PUNC'), ('Alors', 'ADV'), ('qu', 'VPP'), (""'"", 'DET'), ('il', 'CLS'), (""n'"", 'ADV'), ('est', 'V'), ('pas', 'ADV'), ('waterproof', 'ADJ'), (',', 'PUNC'), ('il', 'CLS'), ('ne', 'ADV'), ('coule', 'V'), ('pas', 'ADV'), ('et', 'CC'), ('tient', 'V'), ('toute', 'DET'), ('une', 'DET'), ('journée', 'NC'), ('.', 'PUNC'), ('Expérience', 'NC'), ('à', 'P'), ('reconduire', 'VINF'), ('malgré', 'P'), ('tout', 'PRO'), ('.', 'PUNC')]"
1810,"[('Très', 'ADV'), ('contente', 'V'), ('bien', 'ADV'), ('protéger', 'VINF'), ('livrer', 'VINF'), ('rapidement', 'ADV'), ('et', 'CC'), ('Bon', 'ADJ'), ('produit', 'NC'), ('pour', 'P'), ('rajeunissement', 'NC'), ('des', 'P'), ('cheveux', 'NC'), ('blond', 'ADJ')]"
1811,"[('Tres', 'ET'), ('BON', 'ET'), ('shampooing', 'ET'), ('déjaunisseur', 'ET'), ('je', 'CLS'), ('ne', 'ADV'), ('le', 'CLO'), ('fais', 'V'), ('qu', 'VPP'), (""'"", 'DET'), ('une', 'DET'), ('seule', 'ADJ'), ('fois', 'NC'), ('par', 'P'), ('semaine', 'NC'), ('Il', 'CLS'), ('assèche', 'V'), ('un', 'DET'), ('peu', 'ADV'), ('les', 'DET'), ('cheveux', 'NC'), ('mais', 'CC'), ('il', 'CLS'), ('fais', 'V'), ('néanmoins', 'ADV'), ('très', 'ADV'), ('bien', 'ADV'), ('sont', 'V'), ('travail', 'N'), ('Un', 'DET'), ('BON', 'NC'), ('soin', 'NC'), ('après', 'P'), ('et', 'CC'), ('tout', 'PRO'), ('va', 'V'), ('bien', 'ADV'), (':', 'PUNC'), (')', 'DET')]"
1812,"[('Utilisé', 'VPP'), ('pour', 'P'), ('uniformiser', 'VINF'), ('le', 'DET'), ('teint', 'NC'), ('suite', 'N'), ('à', 'P'), ('une', 'DET'), ('légère', 'ADJ'), ('dépigmentation', 'NC'), ('orange', 'ADJ'), (',', 'PUNC'), ('je', 'CLS'), ('suis', 'V'), ('100', 'DET'), ('%', 'NC'), ('satisfait', 'V'), ('de', 'P'), ('ce', 'DET'), ('produit', 'NC'), ('.', 'PUNC'), ('Ma', 'DET'), ('peau', 'NC'), ('est', 'V'), ('méconnaissable', 'ADJ'), ('en', 'P'), ('quelques', 'DET'), ('secondes', 'NC'), ('.', 'PUNC'), ('Pour', 'P'), ('le', 'DET'), ('prix', 'NC'), (',', 'PUNC'), ('je', 'CLS'), ('ne', 'ADV'), (""m'"", 'CLR'), ('attendais', 'V'), ('pas', 'ADV'), ('à', 'P'), ('un', 'DET'), ('tel', 'ADJ'), ('résultat', 'NC'), ('.', 'PUNC'), (""J'"", 'CLS'), ('en', 'CLO'), ('utilise', 'V'), ('assez', 'ADV'), ('peu', 'ADV'), (',', 'PUNC'), ('donc', 'ADV'), ('le', 'DET'), ('tube', 'NC'), ('dure', 'ADJ'), ('un', 'DET'), ('bon', 'ADJ'), ('moment', 'NC'), ('.', 'PUNC'), (""J'"", 'CLS'), ('en', 'CLO'), ('rachèterai', 'V'), ('les', 'DET'), ('yeux', 'NC'), ('fermés', 'ADJ'), ('.', 'PUNC')]"
1813,"[(""J'"", 'CLS'), ('ai', 'V'), ('vraiment', 'ADV'), ('été', 'VPP'), ('déçue', 'VPP'), ('de', 'P'), ('ce', 'DET'), ('produit', 'NC'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('En', 'P'), ('effet', 'N'), (',', 'PUNC'), ('il', 'CLS'), ('me', 'CLR'), ('graisse', 'V'), ('les', 'DET'), ('cheveux', 'NC'), ('.', 'PUNC'), ('Cheveux', 'NPP'), ('fins', 'NC'), ('et', 'CC'), ('mechés', 'VPP'), (""s'"", 'CLR'), ('abstenir', 'VINF'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC')]"
1814,"[('Pas', 'ADV'), ('mal', 'ADV'), ('!', 'PUNC'), ('Tiens', 'N'), ('toute', 'ADJ'), ('la', 'DET'), ('journée', 'NC'), ('.', 'PUNC'), ('Ne', 'ADV'), ('fait', 'V'), ('pas', 'ADV'), ('de', 'P'), ('pater', 'VINF'), ('quand', 'CS'), ('t', 'DET'), ('-', 'PUNC'), ('on', 'CLS'), (""l'"", 'CLO'), ('applique', 'V'), ('.', 'PUNC'), ('Seul', 'ADJ'), ('chose', 'NC'), ('qui', 'PROREL'), ('me', 'CLO'), ('dérange', 'V'), (""c'"", 'CLS'), ('est', 'V'), ('que', 'CS'), ('je', 'CLS'), ('le', 'CLO'), ('trouve', 'V'), ('lourd', 'ADJ'), ('sur', 'P'), ('les', 'DET'), ('cils', 'NC'), (',', 'PUNC'), ('je', 'CLS'), ('sens', 'V'), ('que', 'CS'), (""j'"", 'CLS'), ('ai', 'V'), ('du', 'P'), ('mascara', 'NC'), ('sur', 'P'), ('les', 'DET'), ('cils', 'NC'), ('qu', 'ADJ'), (""'"", 'ADJ'), ('avec', 'P'), (""d'"", 'DET'), ('autres', 'ADJ'), ('je', 'CLS'), ('ne', 'ADV'), ('le', 'CLO'), ('sens', 'V'), ('pas', 'ADV'), ('.', 'PUNC'), ('Mais', 'CC'), ('je', 'CLS'), ('recommande', 'V'), ('car', 'CC'), ('il', 'CLS'), ('fait', 'V'), ('de', 'P'), ('beaux', 'ADJ'), ('cils', 'NC'), ('!', 'PUNC')]"
1815,"[('Parfait', 'ADJ'), ('je', 'CLS'), ('recommande', 'V'), ('+', 'ADV'), ('+', 'ADV'), ('+', 'ADV'), ('envoie', 'V'), ('rapide', 'ADJ'), ('et', 'CC'), ('soigné', 'VPP')]"
1816,"[('Emballage', 'NC'), ('nickel', 'NC'), ('et', 'CC'), ('produits', 'NC'), ('bien', 'ADV'), ('conditionné', 'VPP')]"
1817,"[('Un', 'DET'), ('très', 'ADV'), ('bon', 'ADJ'), ('masque', 'NC'), ('qui', 'PROREL'), (""n'"", 'ADV'), ('allourdit', 'V'), ('pas', 'ADV'), ('les', 'DET'), ('cheveux', 'NC'), ('et', 'CC'), ('les', 'CLO'), ('rend', 'V'), ('plus', 'ADV'), ('doux', 'ADJ'), ('et', 'CC'), ('faciles', 'ADJ'), ('à', 'P'), ('coiffer', 'VINF'), ('.', 'PUNC'), ('On', 'CLS'), ('sent', 'V'), ('une', 'DET'), ('amélioration', 'NC'), ('après', 'P'), ('plusieurs', 'DET'), ('utilisations', 'NC'), ('.', 'PUNC')]"
1818,"[('casse', 'V'), ('le', 'DET'), ('reflet', 'NC'), ('roux', 'ADJ'), ('du', 'P'), ('blond', 'NC'), ('que', 'PROREL'), (""j'"", 'CLS'), ('ai', 'V'), ('fait', 'VPP'), ('a', 'V'), ('ma', 'DET'), ('soeur', 'NC'), (',', 'PUNC'), ('parfait', 'NC'), ('.', 'PUNC'), ('faire', 'VINF'), ('attention', 'NC'), ('de', 'P'), (""s'"", 'CLR'), ('en', 'CLO'), ('servir', 'VINF'), ('peu', 'ADV'), ('car', 'CC'), ('a', 'V'), ('tendance', 'NC'), ('a', 'V'), ('ternir', 'VINF'), ('le', 'DET'), ('cheveux', 'NC')]"
1819,"[('Mon', 'DET'), ('huile', 'NC'), ('magique', 'ADJ'), ('odeur', 'NC'), ('très', 'ADV'), ('agréable', 'ADJ'), ('je', 'CLS'), (""l'"", 'CLO'), ('utilise', 'V'), ('car', 'CC'), ('cheveux', 'DET'), ('fin', 'NC'), ('gonfle', 'NC'), ('et', 'CC'), ('sec', 'NC'), ('au', 'P'), ('niveaux', 'NC'), ('des', 'P'), ('longueurs', 'NC'), ('texture', 'ADJ'), ('très', 'ADV'), ('fluide', 'ADJ'), ('très', 'ADV'), ('douce', 'ADJ'), ('rend', 'V'), ('les', 'DET'), ('longueur', 'NC'), ('nourissante', 'ADJ'), ('et', 'CC'), ('moin', 'ADJ'), ('sec', 'NC')]"
1820,"[('Je', 'CLS'), (""m'"", 'CLO'), ('en', 'CLO'), ('sers', 'V'), ('au', 'P'), ('salon', 'NC'), ('de', 'P'), ('coiffure', 'NC'), ('et', 'CC'), (""j'"", 'CLS'), ('en', 'CLO'), ('avais', 'V'), ('un', 'DET'), ('à', 'P'), ('la', 'DET'), ('maison', 'NC'), ('qui', 'PROREL'), (""m'"", 'CLO'), ('a', 'V'), ('tenu', 'VPP'), ('plus', 'ADV'), (""d'"", 'P'), ('un', 'DET'), ('an', 'NC'), ('.', 'PUNC'), ('Nouveau', 'ADJ'), ('contenant', 'VPR'), ('maintenant', 'ADV'), ('en', 'P'), ('verre', 'NC'), (',', 'PUNC'), ('avant', 'P'), ('il', 'CLS'), ('était', 'V'), ('en', 'P'), ('plastique', 'NC'), ('.', 'PUNC'), ('Que', 'PROWH'), ('du', 'P'), ('plus', 'ADV'), ('pour', 'P'), ('vos', 'DET'), ('cheveux', 'NC'), ('.', 'PUNC')]"
1821,"[('Toujours', 'ADV'), ('satisfaite', 'ADJ'), ('des', 'P'), ('produits', 'NC'), ('l', 'ADJ'), ('oreal', 'ADJ'), ('pour', 'P'), ('garder', 'VINF'), ('un', 'DET'), ('beau', 'ADJ'), ('blond', 'NC'), ('c', 'DET'), ('est', 'DET'), ('top', 'DET'), ('.', 'PUNC'), ('Je', 'CLS'), ('regrette', 'V'), ('pas', 'ADV'), ('cet', 'DET'), ('achat', 'NC'), ('au', 'P'), ('top', 'ET'), ('!', 'PUNC')]"
1822,"[('Ce', 'DET'), ('lissage', 'NC'), ('marche', 'V'), ('parfaitement', 'ADV'), ('sur', 'P'), ('les', 'DET'), ('cheveux', 'NC'), ('afro', 'ADJ'), ('.', 'PUNC'), ('Il', 'CLS'), ('les', 'CLO'), ('lisse', 'V'), ('vraiment', 'ADV'), ('!', 'PUNC'), ('Au', 'P'), ('naturel', 'NC'), ('depuis', 'P'), ('un', 'DET'), ('an', 'NC'), (',', 'PUNC'), ('je', 'CLS'), ('voulais', 'V'), ('juste', 'ADV'), ('détendre', 'VINF'), ('mes', 'DET'), ('cheveux', 'NC'), ('et', 'CC'), ('bien', 'ADV'), ('ils', 'CLS'), ('sont', 'V'), ('devenus', 'VPP'), ('lisses', 'ADJ'), ('!', 'PUNC'), ('(', 'N'), ('sans', 'P'), ('regret', 'N'), (')', 'ADJ'), ('Alors', 'ADV'), ('attention', 'NC'), ('au', 'P'), ('temps', 'NC'), ('de', 'P'), ('pose', 'NC'), (',', 'PUNC'), ('si', 'CS'), ('vous', 'CLS'), ('voulez', 'V'), ('juste', 'ADJ'), ('juste', 'ADJ'), ('pouvoir', 'N'), ('coiffer', 'VINF'), ('vos', 'DET'), ('cheveux', 'NC'), ('!', 'PUNC')]"
1823,"[('Très', 'ADV'), ('bonne', 'ADJ'), ('couvrance', 'NC'), ('et', 'CC'), ('tenue', 'NC'), ('tout', 'ADJ'), ('au', 'P'), ('long', 'N'), ('de', 'P'), ('la', 'DET'), ('journée', 'NC'), (',', 'PUNC'), ('le', 'DET'), ('seul', 'ADJ'), ('bémol', 'NC'), ('est', 'V'), ('que', 'CS'), ('la', 'DET'), ('poudre', 'NC'), ('était', 'V'), ('trop', 'ADV'), ('foncée', 'VPP'), ('pour', 'P'), ('moi', 'PRO'), ('qui', 'PROREL'), ('ai', 'V'), ('une', 'DET'), ('couleur', 'NC'), ('de', 'P'), ('peau', 'NC'), ('clair', 'ADJ'), ('et', 'CC'), ('rosée', 'ADJ'), ('/', 'PUNC')]"
